"UF","Cidade","Data","Dados da apreensão","Tipo penal"
"SP","São José dos Campos",05/12/2017,"QUINZE PASSERIFORMES, PORTANDO ANILHA COM SUSPEITA DE ADULTERAÇÃO, ACONDICIONADOS EM QUINZE GAIOLAS (UM POR GAIOLA).;QUINZE PASSERIFORMES, PORTANDO ANILHA COM SUSPEITA DE ADULTERAÇÃO, ACONDICIONADOS EM QUINZE GAIOLAS (UM POR GAIOLA).;UM PASSERIFORME, APARENTEMENTE DA ESPÉCIE TRINCA FERRO, COM ANILHA COM SUSPEITA DE ADULTERAÇÃO, ACONDICIONADO EM UMA GAIOLA.;UM PASSERIFORME, APARENTEMENTE DA ESPÉCIE TRINCA FERRO, COM ANILHA COM SUSPEITA DE ADULTERAÇÃO, ACONDICIONADO EM UMA GAIOLA.;UM PASSERIFORME, APARENTEMENTE DA ESPÉCIE TRINCA FERRO, COM ANILHA COM SUSPEITA DE FALSIFICAÇÃO, ACONDICIONADO EM UMA GAIOLA.;UM PASSERIFORME, APARENTEMENTE DA ESPÉCIE TRINCA FERRO, COM ANILHA COM SUSPEITA DE FALSIFICAÇÃO, ACONDICIONADO EM UMA GAIOLA.","Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal"
"SP","São José dos Campos",06/12/2017,"DEZESSTE PASSARIFORMES DE ESPÉCIES DIVERSAS, SENDO 10 IDENTIFICADOS COM ANILHAS COM SUSPEITA DE ADULTERAÇÃO, ACONDICIONADOS EM DEZESSEIS GAIOLAS.;DEZESSTE PASSARIFORMES DE ESPÉCIES DIVERSAS, SENDO 10 IDENTIFICADOS COM ANILHAS COM SUSPEITA DE ADULTERAÇÃO, ACONDICIONADOS EM DEZESSEIS GAIOLAS.;UM CANÁRIO DA TERRA COM ANILHA IBAMA 0405 2,8 136512;UM CANÁRIO DA TERRA COM ANILHA IBAMA OA 2,8 382033;UM PAPA CAPIM DA TERRA COM ANILHA SISPASS 2.2 SPA 040995;UM PÁSSARO TRINCA FERRO VERDADEIRO COM ANILHA IBAMA OA 3,5 278418;UMA AVE CANARIO COM ANILHA SISPASS SPA 2,8 012756;UMA AVE CANARIO DA TERRA SEM ANILHA;UMA AVE TRINCA FERRO, COM ANILHA IBAMA 0405 3,5 086476","Art.29,§1°,III, Lei 9605/1998;Art.296,3, Código Penal;Art.296,3, Código Penal;Art.296,3, Código Penal;Art.296,3, Código Penal;Art.296,3, Código Penal;Art.296,3, Código Penal;Art.296,3, Código Penal;Art.296,§1°,III, Código Penal"
"SP","São José dos Campos",11/12/2017,"NOVE COLERINHA SEM ANILHAS;NOVE COLERINHA SEM ANILHAS;QUATRO CANARIOS DA TERRA SEM ANILHAS;QUATRO CANARIOS DA TERRA SEM ANILHAS;TRÊS BIGODINHO SEM ANILHA;TRÊS BIGODINHO SEM ANILHA;TRÊS TIZIU SEM ANILHA;TRÊS TIZIU SEM ANILHA;UM BIGODINHO COM ANILHA IBAMA AO 2.2 192760;UM BIGODINHO COM ANILHA IBAMA AO 2.2 192760;UM BIGODINHO COM ANILHA SISPASS 2.2 046188;UM BIGODINHO COM ANILHA SISPASS 2.2 046188;UM COLERINHA COM ANILHA SISPASS 2.2 059927;UM COLERINHA COM ANILHA SISPASS 2.2 059927;UM TICO TICO SISPASS COM ANILHA SISPASS 2.8 039906;UM TICO TICO SISPASS COM ANILHA SISPASS 2.8 039906;UM TRINCA FERRO COM ANILHA IBAMA OA 3.5 491961;UM TRINCA FERRO COM ANILHA IBAMA OA 3.5 491961;UM TRINCA FERRO COM ANILHA SISPASS 3.5 031743;UM TRINCA FERRO COM ANILHA SISPASS 3.5 031743;UM TRINCA FERRO COM ANILHA SISPASS 3.5 105160;UM TRINCA FERRO COM ANILHA SISPASS 3.5 105160;UM TRINCA FERRO COM ANILHA SISPASS 3.5 110477;UM TRINCA FERRO COM ANILHA SISPASS 3.5 110477;UM TRINCA FERRO COM ANILHA SISPASS 3.5 299901;UM TRINCA FERRO COM ANILHA SISPASS 3.5 299901;UM TRINCA FERRO SEM ANILHA;UM TRINCA FERRO SEM ANILHA","Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.296,III, Código Penal;Art.296,III, Código Penal;Art.296,III, Código Penal;Art.296,III, Código Penal;Art.296,III, Código Penal;Art.296,III, Código Penal;Art.296,III, Código Penal;Art.296,III, Código Penal;Art.296,III, Código Penal;Art.296,III, Código Penal;Art.296,III, Código Penal;Art.296,III, Código Penal;Art.296,III, Código Penal;Art.296,III, Código Penal"
"SP","São José dos Campos",12/12/2017,"UM AZULÃO COM ANILHA IBAMA 0506 2,8 190796;UM AZULÃO COM ANILHA SISPASS 2,8 053070;UM AZULÃO COM ANILHA SISPASS 2,8 SPA 019393;UM CANÁRIO DA TERRA COM ANILHA IBAMA OA 2,8 570055;UM PICHARRO COM ANILHA 3,5 318379;UM PICHOCHO COM ANILHA IBAMA OA 2,6 277167;UM TRINCA FERRO COM ANILHA IBAMA OA 3,5 491301;UM TRINCA FERRO, COM ANILHA IBAMA OA 3,5 491966","Art.296,3, Código Penal;Art.296,3, Código Penal;Art.296,3, Código Penal;Art.296,3, Código Penal;Art.296,3, Código Penal;Art.296,3, Código Penal;Art.296,3, Código Penal;Art.296,3, Código Penal"
"SP","Cruzeiro",15/12/2017,"PASSERIFORMES ACONDICIONADOS EM 30 GAIOLAS, SENDO QUE 31 PÁSSAROS POSSUEM ANILHAS E 02 NÃO POSSUEM ANILHAS.;PASSERIFORMES ACONDICIONADOS EM 30 GAIOLAS, SENDO QUE 31 PÁSSAROS POSSUEM ANILHAS E 02 NÃO POSSUEM ANILHAS.","Art.29, Lei 9605/1998;Art.296,§1°, Código Penal"
"SP","Cruzeiro",19/12/2017,"PÁSSAROS;PÁSSAROS","Art.29, Lei 9605/1998;Art.296,§1°, Código Penal"
"SP","São Paulo",19/12/2017,"01 COLEIRINHO, 01 CARDEAL DO NORDESTE-GALO DE CAMPINA, 01 CANÁRIO DA TERRA VERDADEIRO E 01 PITASSILGO.;01 COLEIRINHO, 01 CARDEAL DO NORDESTE-GALO DE CAMPINA, 01 CANÁRIO DA TERRA VERDADEIRO E 01 PITASSILGO.","Art.29,§1°,III, Lei 9605/1998;Art.296,§1°,III, Código Penal"
"SP","Cruzeiro",02/01/2018,"DOS QUAIS OITO ESTAVAM ANILHADOS;DOS QUAIS OITO ESTAVAM ANILHADOS;DOS QUAIS OITO ESTAVAM ANILHADOS","Art.29,§1°,III, Lei 9605/1998;Art.296,§1°,III, Código Penal;Art.32, Lei 9605/1998"
"SP","Cruzeiro",07/01/2018,"TODOS ANILHADOS;TODOS ANILHADOS","Art.29,§1°,III, Lei 9605/1998;Art.296,§1°,III, Código Penal"
"AM","Manaus",16/01/2018,"10 (DEZ) QUELÔNIOS (""TRACAJÁS"").","Art.29, Lei 9605/1998"
"RJ","Nova Iguacu",30/01/2018,"11 (ONZE) PÁSSAROS SILVESTRES, SENDO APARENTEMENTE 09 DA ESPÉCIE CHANCHÃO E 02 DA ESPÉCIE COLEIRO","Art.52, Lei 9605/1998"
"SP","Santos",31/01/2018,"UM CERTIFICADO NO INTERIOR DO ENVELOPE;UM CERTIFICADO NO INTERIOR DO ENVELOPE","Art.29,§1°,III, Lei 9605/1998;Art.296,§1°,III, Código Penal"
"MG","Belo Horizonte",19/02/2018,"02 (DOIS) PÁSSAROS DA FAUNA BRASILEIRA COM ANILHA SUPOSTAMENTE ADULTERADA;02 (DOIS) PÁSSAROS DA FAUNA BRASILEIRA COM ANILHA SUPOSTAMENTE ADULTERADA","Art.29,§1°,III, Lei 9605/1998;Art.296,§1°,I, Código Penal"
"SP","Campinas",23/02/2018,"01 SISPAS  3,5  SPA 028324_x000D_
02 SISPAS  2,8  SPA 003359_x000D_
03 SISPAS  2,8  SPA 003358_x000D_
04 SISPAS  2,8  SPA 003360_x000D_
05 SISPAS  3,5  SPA 091697_x000D_
06 SISPAS 3,5  SPA  091700_x000D_
07 SISPAS 3,5  SPA  091698_x000D_
08 SISPAS 3,5  SPA  091696_x000D_
09 SISPAS 3,5  SPA 084688 (VIOLADA)_x000D_
10 SISPAS 3,5  SPA  091000 (VIOLADA)_x000D_
11 SISPAS 3,5   SPA  090999(VIOLADA)_x000D_
12 SISPAS 2,8  SPA  051968_x000D_
13 SISPAS 2,8  SPA 051966_x000D_
14 SISPAS 2,8   SPA 051967_x000D_
15 SISPAS 3,5   SPA 051582_x000D_
16 SISPAS 3,5   SPA 051580_x000D_
17 SISPAS 2,8   SPA 077878_x000D_
18 SISPAS 2,8  SPA 077968_x000D_
19 SISPAS 2,8  SPA 077972_x000D_
20 SISPAS 2,8  SPA 077973_x000D_
21 SISPAS 2,8  SPA 077880_x000D_
22 SISPAS 2,8 SPA 077970_x000D_
23 SISPAS 2,8 SPA 077971_x000D_
24 SISPAS 2,8 SPA 087800_x000D_
25 SISPAS 2,8 SPA 087799_x000D_
26 SISPAS 2,8 SPA 077877_x000D_
27 SISPAS 2,8 SPA 077879_x000D_
28 SISPAS 2,2 SPA 059706_x000D_
29 SISPAS 2,2 SPA 059705;01 SISPAS  3,5  SPA 028324_x000D_
02 SISPAS  2,8  SPA 003359_x000D_
03 SISPAS  2,8  SPA 003358_x000D_
04 SISPAS  2,8  SPA 003360_x000D_
05 SISPAS  3,5  SPA 091697_x000D_
06 SISPAS 3,5  SPA  091700_x000D_
07 SISPAS 3,5  SPA  091698_x000D_
08 SISPAS 3,5  SPA  091696_x000D_
09 SISPAS 3,5  SPA 084688 (VIOLADA)_x000D_
10 SISPAS 3,5  SPA  091000 (VIOLADA)_x000D_
11 SISPAS 3,5   SPA  090999(VIOLADA)_x000D_
12 SISPAS 2,8  SPA  051968_x000D_
13 SISPAS 2,8  SPA 051966_x000D_
14 SISPAS 2,8   SPA 051967_x000D_
15 SISPAS 3,5   SPA 051582_x000D_
16 SISPAS 3,5   SPA 051580_x000D_
17 SISPAS 2,8   SPA 077878_x000D_
18 SISPAS 2,8  SPA 077968_x000D_
19 SISPAS 2,8  SPA 077972_x000D_
20 SISPAS 2,8  SPA 077973_x000D_
21 SISPAS 2,8  SPA 077880_x000D_
22 SISPAS 2,8 SPA 077970_x000D_
23 SISPAS 2,8 SPA 077971_x000D_
24 SISPAS 2,8 SPA 087800_x000D_
25 SISPAS 2,8 SPA 087799_x000D_
26 SISPAS 2,8 SPA 077877_x000D_
27 SISPAS 2,8 SPA 077879_x000D_
28 SISPAS 2,2 SPA 059706_x000D_
29 SISPAS 2,2 SPA 059705;18 PÁSSAROS SENDO NOVE DELES IDENTIFICADOS CONFORME CÓPIAS DE VISTORIA DE PLANTEL PASSERIFORME QUE SEGUE EM ANEXO, JUNTAMENTE COM AS FOTOS DOS PÁSSAROS APREENDIDOS.;18 PÁSSAROS SENDO NOVE DELES IDENTIFICADOS CONFORME CÓPIAS DE VISTORIA DE PLANTEL PASSERIFORME QUE SEGUE EM ANEXO, JUNTAMENTE COM AS FOTOS DOS PÁSSAROS APREENDIDOS.;ANILHAS FIBRAS FALISIFICADAS E BLOQUEADAS_x000D_
 01 IBAMA OA 3,5 607211_x000D_
 02 IBAMA OA 3,5 607211( EM DUPLICIDADE COM A ANILHA SUPRA CITADA)_x000D_
03  IBAMA OA 3,5 605852_x000D_
04 IBAMA  OA 2,8 554643_x000D_
05 IBAMA  OA 2,8 554644_x000D_
06 IBAMA  OA 2,8 554650_x000D_
07 IBAMA  OA 3,5 605763_x000D_
08 IBAMA  OA 3,5 605763 ( ESTA ANILHA ESTÁ EM DUPLICIDADE COM A ANILHA SUPRA CITADA)_x000D_
09 IBAMA  OA 3,5 607209_x000D_
10 IBAMA  OA 3,5 607214_x000D_
11 IBAMA  OA  2,8 554799_x000D_
12 IBAMA  OA  2,8 554800_x000D_
13 IBAMA  OA 3,5  608578_x000D_
_x000D_
_x000D_
;ANILHAS FIBRAS FALISIFICADAS E BLOQUEADAS_x000D_
 01 IBAMA OA 3,5 607211_x000D_
 02 IBAMA OA 3,5 607211( EM DUPLICIDADE COM A ANILHA SUPRA CITADA)_x000D_
03  IBAMA OA 3,5 605852_x000D_
04 IBAMA  OA 2,8 554643_x000D_
05 IBAMA  OA 2,8 554644_x000D_
06 IBAMA  OA 2,8 554650_x000D_
07 IBAMA  OA 3,5 605763_x000D_
08 IBAMA  OA 3,5 605763 ( ESTA ANILHA ESTÁ EM DUPLICIDADE COM A ANILHA SUPRA CITADA)_x000D_
09 IBAMA  OA 3,5 607209_x000D_
10 IBAMA  OA 3,5 607214_x000D_
11 IBAMA  OA  2,8 554799_x000D_
12 IBAMA  OA  2,8 554800_x000D_
13 IBAMA  OA 3,5  608578_x000D_
_x000D_
_x000D_
","Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal"
"TO","Palmas",28/02/2018,"CRÂNIO DE ANIMAL (SOMENTE OSSOS) APARENTANDO SER DE JACARÉ.;CRÂNIO DE ANIMAL (SOMENTE OSSOS) APARENTANDO SER DE JACARÉ.;CRÂNIO DE ANIMAL (SOMENTE OSSOS) APARENTANDO SER DE JACARÉ.;TATU - 01 UNIDADE;TATU - 01 UNIDADE;TATU - 01 UNIDADE","Art.288, Código Penal;Art.288, Código Penal;Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.34, Lei 9605/1998;Art.34, Lei 9605/1998"
"SP","Santos",01/03/2018,"SEIS PÁSSAROS DE NOME POPULAR COLEIRINHO OU PAPA CAPIM - NOME CIENTÍFICO: SPOROPHILA CAERULESCENS, COM ANILHAS COM SUSPEITA DE ADULTERAÇÃO;SEIS PÁSSAROS DE NOME POPULAR COLEIRINHO OU PAPA CAPIM - NOME CIENTÍFICO: SPOROPHILA CAERULESCENS, COM ANILHAS COM SUSPEITA DE ADULTERAÇÃO;UM PÁSSARO DE NOME POPULAR AZULÃO-VERDADEIRO - NOME CIENTÍFICO: CYANOLOXIA BRISSONII, COM ANILHA COM SUSPEITA DE ADULTERAÇÃO;UM PÁSSARO DE NOME POPULAR AZULÃO-VERDADEIRO - NOME CIENTÍFICO: CYANOLOXIA BRISSONII, COM ANILHA COM SUSPEITA DE ADULTERAÇÃO","Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal"
"SP","Campinas",02/03/2018,"5 PÁSSAROS TODOS COM ANILHAS, EM 4 GAIOLAS, CONFORME FOTOS EM ANEXO.;5 PÁSSAROS TODOS COM ANILHAS, EM 4 GAIOLAS, CONFORME FOTOS EM ANEXO.","Art.29,§I°,III, Lei 9605/1998;Art.296,§I°,III, Código Penal"
"RS","Santana do Livramento",02/03/2018,"11 (ONZE) ANIMAIS ABATIDOS, SENDO 5 TATUS, 4 CAPINCHOS E 2 TRAÍRAS.","Art.29, Lei 9605/1998"
"SP","São Paulo",02/03/2018,"QUATRO (04) TRINCA-FERROS COM AS ANILHAS DE NºS 1) 26 CBSA 2001 554 (ALARGADA),  2) IBAMA 0304 3,5 001653 (ALARGADA), 3) IBAMA OA 3,5 215409 (CORTADA) E 4) SISPASS 3,5 SPA000973, OBSERVANDO-SE QUE ESSAS QUATRO ANILHAS CONSTAM NO PLANTEL (RELAÇÃO DE PASSARIFORMES); UM (01) CURIÓ COM ANILHA Nº IBAMA OA 2,6597934 (ALARGADA) E UM (01) CANÁRIO DA TERRA COM ANILHA Nº PET 3.0 34376, OBSERVANDO-SE QUE ESSAS DUAS ÚLTIMAS ANILHAS NÃO CONSTAM NO PLANTEL; TRÊS (03) EXEMPLARES DE COLERINHA SEM ANILHAS;","Art.296,§1°,III, Código Penal"
"MG","Belo Horizonte",05/03/2018,"1 (UM) CASCO DE TATU;1 (UM) CASCO DE TATU;1 (UM) CASCO DE TATU","Art.12, Lei 10826/2003;Art.29, Lei 9605/1998;Art.39, Lei 9605/1998"
"RJ","Rio de Janeiro",07/03/2018,"DOIS PÁSSAROS: UM TRINCA FERRO E UM CURIÓ.;UM PÁSSARO CANÁRIO DA TERRA, UM PÁSSARO TIZIU E UM PÁSSARO PAPA CAPIM.","Art.29, Lei 9605/1998;Art.29, Lei 9605/1998"
"PR","Cascavel",16/03/2018,"09 AVES SILVESTRES (AS AVES FORAM ENTREGUES AO ZOOLÓGICO MUNICIPAL DE CASCAVELPR CONFORME TERMO DE ENTREGA);09 AVES SILVESTRES (AS AVES FORAM ENTREGUES AO ZOOLÓGICO MUNICIPAL DE CASCAVELPR CONFORME TERMO DE ENTREGA);ANIMAIS SILVESTRES, SENDO 01 TATU, 01 QUATI, 02 PALETAS DE QUATI, E 01 PERNIL DE CAPIVARA;ANIMAIS SILVESTRES, SENDO 01 TATU, 01 QUATI, 02 PALETAS DE QUATI, E 01 PERNIL DE CAPIVARA;ANIMAIS SILVESTRES, SENDO 01 TATU, 01 QUATI, 02 PALETAS DE QUATI, E 01 PERNIL DE CAPIVARA;ANIMAIS SILVESTRES, SENDO 01 TATU, 01 QUATI, 02 PALETAS DE QUATI, E 01 PERNIL DE CAPIVARA","Art.12, Lei 10826/2003;Art.12, Lei 10826/2003;Art.29, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.46, Lei 9605/1998;Art.51, Lei 9605/1998"
"MG","Juiz de Fora",10/04/2018,"PÁSSAROS APARENTEMENTE DA FAUNA SILVESTRE, CONHECIDO POPULARMENTE COMO PAPA CAPIM, SENDO QUE DOIS ESTAVAM SEM ANILHAS E OUTROS DOIS COM AS ANILHAS A SEGUIR ESPECIFICADAS: ANILHA IBAMA 0A 2,4 064418, MEDIDAS AFERIDAS: DIÂMETRO INTERNO: 2,8, DIÂMETRO EXTERNO: 3,5, PAREDE: 0,3 E ALTURA: 4,9; ANILHA FOB 013 05 FC 547, MEDIDAS AFERIDAS: DIÂMETRO INTERNO: 2,2 DIÂMTETRO EXTERNO 3,4, PAREDE: 0,5 E ALTURA: 4,7;;PÁSSAROS APARENTEMENTE DA FAUNA SILVESTRE, CONHECIDO POPULARMENTE COMO PAPA CAPIM, SENDO QUE DOIS ESTAVAM SEM ANILHAS E OUTROS DOIS COM AS ANILHAS A SEGUIR ESPECIFICADAS: ANILHA IBAMA 0A 2,4 064418, MEDIDAS AFERIDAS: DIÂMETRO INTERNO: 2,8, DIÂMETRO EXTERNO: 3,5, PAREDE: 0,3 E ALTURA: 4,9; ANILHA FOB 013 05 FC 547, MEDIDAS AFERIDAS: DIÂMETRO INTERNO: 2,2 DIÂMTETRO EXTERNO 3,4, PAREDE: 0,5 E ALTURA: 4,7;","Art.29, Lei 9605/1998;Art.296,§1°,III, Código Penal"
"SP","São José dos Campos",10/04/2018,"COBRAS - UMA PITON ALBINA E UMA CORN SNAKE;COBRAS - UMA PITON ALBINA E UMA CORN SNAKE;COBRAS - UMA PITON ALBINA E UMA CORN SNAKE;COBRAS - UMA PITON ALBINA E UMA CORN SNAKE;COBRAS - UMA PITON ALBINA E UMA CORN SNAKE;COBRAS - UMA PITON ALBINA E UMA CORN SNAKE;COBRAS - UMA PITON ALBINA E UMA CORN SNAKE;DOIS PAPAGAIS, UM CINZA DO CONGO E UM VERDE;DOIS PAPAGAIS, UM CINZA DO CONGO E UM VERDE;DOIS PAPAGAIS, UM CINZA DO CONGO E UM VERDE;DOIS PAPAGAIS, UM CINZA DO CONGO E UM VERDE;DOIS PAPAGAIS, UM CINZA DO CONGO E UM VERDE;DOIS PAPAGAIS, UM CINZA DO CONGO E UM VERDE;DOIS PAPAGAIS, UM CINZA DO CONGO E UM VERDE;LAGARTO TEIÚ;LAGARTO TEIÚ;LAGARTO TEIÚ;LAGARTO TEIÚ;LAGARTO TEIÚ;LAGARTO TEIÚ;LAGARTO TEIÚ;LAGARTOS TIGRE;LAGARTOS TIGRE;LAGARTOS TIGRE;LAGARTOS TIGRE;LAGARTOS TIGRE;LAGARTOS TIGRE;LAGARTOS TIGRE","Art.29,§1°, Lei 9605/1998;Art.29,§1°, Lei 9605/1998;Art.29,§1°, Lei 9605/1998;Art.29,§1°, Lei 9605/1998;Art.29,§2°, Lei 9605/1998;Art.29,§2°, Lei 9605/1998;Art.29,§2°, Lei 9605/1998;Art.29,§2°, Lei 9605/1998;Art.29,§3°, Lei 9605/1998;Art.29,§3°, Lei 9605/1998;Art.29,§3°, Lei 9605/1998;Art.29,§3°, Lei 9605/1998;Art.29,§4°,VI, Lei 9605/1998;Art.29,§4°,VI, Lei 9605/1998;Art.29,§4°,VI, Lei 9605/1998;Art.29,§4°,VI, Lei 9605/1998;Art.29,§5°, Lei 9605/1998;Art.29,§5°, Lei 9605/1998;Art.29,§5°, Lei 9605/1998;Art.29,§5°, Lei 9605/1998;Art.29,§6°, Lei 9605/1998;Art.29,§6°, Lei 9605/1998;Art.29,§6°, Lei 9605/1998;Art.29,§6°, Lei 9605/1998;Art.31, Lei 9605/1998;Art.31, Lei 9605/1998;Art.31, Lei 9605/1998;Art.31, Lei 9605/1998"
"RS","Santa Cruz do Sul",26/04/2018,"02 PASSÁROS, SEM ANILHA, NÃO IDENTIFICADOS, NAS GAIOLAS;02 PASSÁROS, SEM ANILHA, NÃO IDENTIFICADOS, NAS GAIOLAS","Art.2, Lei 12850/2013;Art.33, Lei 11343/2006"
"RS","Porto Alegre",29/04/2018,"UM FILHOTE DE MACACO","Art.29, Lei 9605/1998"
"MS","Campo Grande",17/05/2018,"DUAS ARANHAS, APARENTEMENTES DA ESPÉCIE CARANGUEJEIRA","Art.29, Lei 9605/1998"
"MS","Campo Grande",21/05/2018,"MATERIAL COLETADO LAUDO Nº 8922018 - SETECSRPFMS, VESTÍGIO 22: PELO DE ANIMAL PRESO NA SUPERFÍCIE DO ASFALTO DA PISTA DE POUSO E DECOLAGEM DO AICG.","-"
"PA","Marabá",29/05/2018,"ANIMAL DE CAÇA CONGELADO EM UM SACO PLÁSTICO.;ANIMAL DE CAÇA CONGELADO EM UM SACO PLÁSTICO.","Art.12, Lei 10826/2003;Art.29, Lei 9605/1998"
"ES","Vila Velha",30/05/2018,"- 01 (UM) PÁSSARO CONHECIDO COMO PINTASSILGO DO NORDESTE.;- 01 (UM) PÁSSARO CONHECIDO COMO PINTASSILGO DO NORDESTE.;- 16 (DEZESSEIS) PÁSSAROS CONHECIDOS COMO CURIÓ;- 16 (DEZESSEIS) PÁSSAROS CONHECIDOS COMO CURIÓ;- 18 (DEZOITO) PÁSSAROS CONHECIDO COMO AGAPORNE.;- 18 (DEZOITO) PÁSSAROS CONHECIDO COMO AGAPORNE.;- 19 (DEZENOVE) PÁSSAROS CONHECIDO COMO PERIQUITO BARRADO.;- 19 (DEZENOVE) PÁSSAROS CONHECIDO COMO PERIQUITO BARRADO.;- 19 (DEZENOVE) PÁSSAROS CONHECIDO COMO PERIQUITO DE COLAR.;- 19 (DEZENOVE) PÁSSAROS CONHECIDO COMO PERIQUITO DE COLAR.;- 22 (VINTE E DOIS) PÁSSAROS CONHECIDOS COMO COLEIRO PAPA CAPIM.;- 22 (VINTE E DOIS) PÁSSAROS CONHECIDOS COMO COLEIRO PAPA CAPIM.;- 23 (VINTE E TRÊS) PÁSSAROS CONHECIDO COMO ROSELA.;- 23 (VINTE E TRÊS) PÁSSAROS CONHECIDO COMO ROSELA.;- 23 (VINTE E TRÊS) PÁSSAROS CONHECIDO COMO TUIM AZUL.;- 23 (VINTE E TRÊS) PÁSSAROS CONHECIDO COMO TUIM AZUL.;- 29 (VINTE E NOVE) PÁSSAROS CONHECIDO COMO PAPAGAIO (NEOPSEPHOTUS BOURKII).;- 29 (VINTE E NOVE) PÁSSAROS CONHECIDO COMO PAPAGAIO (NEOPSEPHOTUS BOURKII).;- 38 (TRINTA E OITO) PÁSSAROS CONHECIDOS COMO CALAFATE.;- 38 (TRINTA E OITO) PÁSSAROS CONHECIDOS COMO CALAFATE.;- 47 (QUARENTA E SETE) PÁSSAROS CONHECIDOS COMO BICUDO VERDADEIRO;- 47 (QUARENTA E SETE) PÁSSAROS CONHECIDOS COMO BICUDO VERDADEIRO;- 55 (CINQUENTA E CINCO) PÁSSAROS CONHECIDO COMO PAPAGAIO - NEOPHEMA SPLENDIDA.;- 55 (CINQUENTA E CINCO) PÁSSAROS CONHECIDO COMO PAPAGAIO - NEOPHEMA SPLENDIDA.;CENTO E VINTE E SETE ANIMAIS EXÓTICOS, DESCRITOS NO AUTO DE APREENSÃO Nº 755324 DO IBAMA;CENTO E VINTE E SETE ANIMAIS EXÓTICOS, DESCRITOS NO AUTO DE APREENSÃO Nº 755324 DO IBAMA;UM PÁSSARO SILVESTRE, DA ESPÉCIE COLEIRO","Art.29, Lei 9605/1998;Art.31, Lei 9605/1998;Art.31, Lei 9605/1998;Art.31, Lei 9605/1998;Art.31, Lei 9605/1998;Art.31, Lei 9605/1998;Art.31, Lei 9605/1998;Art.31, Lei 9605/1998;Art.31, Lei 9605/1998;Art.31, Lei 9605/1998;Art.31, Lei 9605/1998;Art.31, Lei 9605/1998;Art.31, Lei 9605/1998;Art.31, Lei 9605/1998;Art.CORRIGIR, Lei 9605/1998;Art.CORRIGIR, Lei 9605/1998;Art.CORRIGIR, Lei 9605/1998;Art.CORRIGIR, Lei 9605/1998;Art.CORRIGIR, Lei 9605/1998;Art.CORRIGIR, Lei 9605/1998;Art.CORRIGIR, Lei 9605/1998;Art.CORRIGIR, Lei 9605/1998;Art.CORRIGIR, Lei 9605/1998;Art.CORRIGIR, Lei 9605/1998;Art.CORRIGIR, Lei 9605/1998;Art.CORRIGIR, Lei 9605/1998;Art.CORRIGIR, Lei 9605/1998"
"SP","Cruzeiro",05/06/2018,"AVES SILVESTRES;AVES SILVESTRES","Art.29,§4°,I, Lei 9605/1998;Art.296,§1°,III, Código Penal"
